Nyomtatvany,Kod,Adoazon,Adattípus,Max_hossz,Lap,Sor,Oszlop,Dinamikus,EAzon,Kihagyva,Megnevezes
2408A,14697,C240,N,11,2408A-03-02,240,3,F,0H0001C0240CA,F,
2408A,14698,C241,N,11,2408A-03-02,241,3,F,0H0001C0241CA,F,
2408A,14699,C242,N,15,2408A-03-02,242,3,F,0H0001C0242CA,F,
2408A,20698,C250,N,11,2408A-03-02,250,3,F,0H0001D0250CA,F,
2408A,20703,C255,N,11,2408A-03-02,255,3,F,0H0001E0255CA,F,
2408A,12339,lapszam_EUNY,N,2,2408A-EUNY,72,0,T,0IXXXXB001A,F,
2408A,12343,adoszam_EUNY,S,11,2408A-EUNY,2,0,T,0IXXXXB002A,F,
2408A,12342,adoazonosito_jel_EUNY,S,10,2408A-EUNY,3,0,T,0IXXXXB003A,F,
2408A,12341,nev_EUNY,S,75,2408A-EUNY,4,0,T,0IXXXXB004A,F,
2408A,12344,[EUNY]A1,S,3,2408A-EUNY,1,1,T,0IXXXXC0001AA,F,
2408A,12345,[EUNY]A2,S,80,2408A-EUNY,2,1,T,0IXXXXC0002AA,F,
2408A,12346,[EUNY]A3,S,80,2408A-EUNY,3,1,T,0IXXXXD0003AA,F,
2408A,24939,[EUNY]A4,S,80,2408A-EUNY,4,1,T,0IXXXXD0004AA,F,
2408A,12347,[EUNY]A5,S,80,2408A-EUNY,5,1,T,0IXXXXD0005AA,F,
2408A,12348,[EUNY]A6,S,80,2408A-EUNY,6,1,T,0IXXXXD0006AA,F,
2408A,12349,[EUNY]A7,S,80,2408A-EUNY,7,1,T,0IXXXXD0007AA,F,
2408A,12350,[EUNY]A8,S,80,2408A-EUNY,8,1,T,0IXXXXD0008AA,F,
2408A,12351,[EUNY]A9,S,80,2408A-EUNY,9,1,T,0IXXXXD0009AA,F,
2408A,12352,[EUNY]A10,S,80,2408A-EUNY,10,1,T,0IXXXXD0010AA,F,
2408A,12353,[EUNY]A11,S,80,2408A-EUNY,11,1,T,0IXXXXD0011AA,F,
2408A,12354,[EUNY]A12,S,80,2408A-EUNY,12,1,T,0IXXXXD0012AA,F,
2408A,12355,[EUNY]A13,S,80,2408A-EUNY,13,1,T,0IXXXXD0013AA,F,
2408A,12356,[EUNY]A14,S,80,2408A-EUNY,14,1,T,0IXXXXD0014AA,F,
2408A,12357,[EUNY]A15,S,80,2408A-EUNY,15,1,T,0IXXXXD0015AA,F,
2408A,12358,[EUNY]A16,S,80,2408A-EUNY,16,1,T,0IXXXXD0016AA,F,
2408A,12359,[EUNY]A17,S,80,2408A-EUNY,17,1,T,0IXXXXD0017AA,F,
2408A,12360,[EUNY]A18,S,80,2408A-EUNY,18,1,T,0IXXXXD0018AA,F,
2408A,12361,[EUNY]A19,S,80,2408A-EUNY,19,1,T,0IXXXXD0019AA,F,
2408A,12362,[EUNY]A20,S,80,2408A-EUNY,20,1,T,0IXXXXD0020AA,F,
2408A,12363,[EUNY]A21,S,80,2408A-EUNY,21,1,T,0IXXXXD0021AA,F,
2408A,12364,[EUNY]A22,S,80,2408A-EUNY,22,1,T,0IXXXXD0022AA,F,
2408A,12365,[EUNY]A23,S,80,2408A-EUNY,23,1,T,0IXXXXD0023AA,F,
2408A,12366,[EUNY]A24,S,80,2408A-EUNY,24,1,T,0IXXXXD0024AA,F,
2408A,20642,[EUNY]A25,S,80,2408A-EUNY,25,1,T,0IXXXXD0025AA,F,
2408A,23194,0101db,N,11,2408A-01-01,0,0,F,23194,F,
2408A,23195,0201db,N,11,2408A-02-01,0,0,F,23195,F,
2408A,23196,0202db,N,11,2408A-02-02,0,0,F,23196,F,
2408A,23199,0301db,N,11,2408A-03-01,0,0,F,23199,F,
2408A,23200,0302db,N,11,2408A-03-02,0,0,F,23200,F,
2408A,23202,EUNYdb,N,11,2408A-EUNY,0,0,T,23202,F,
2408A,23209,kivonatolt_csaladi_nev,S,150,2408A,0,0,F,23209,F,
2408A,23210,kivonatolt_elozo_nev,S,150,2408A,0,0,F,23210,F,
2408A,23211,kivonatolt_szekhely_cim,S,150,2408A,0,0,F,23211,F,
2408A,23213,kivonatolt_ugyintezo,S,150,2408A,0,0,F,23213,F,
2408A,23214,kivonatolt_bevall_ido,S,150,2408A,0,0,F,23214,F,
2408A,23542,kivonatolt_50_nev,S,150,2408A-01-03,50,0,T,23542,F,
2408A,23544,kivonatolt_50_szul_nev,S,150,2408A-01-03,50,0,T,23544,F,
2408A,23547,kivonatolt_50_szul_hely_ido,S,150,2408A-01-03,50,0,T,23547,F,
2408A,24145,M005_M_1,N,11,2408A,0,0,F,24145,F,
2408A,24146,M005_M_2,N,11,2408A,0,0,F,24146,F,
2408A,24147,M027_M034_M,N,11,2408A,0,0,F,24147,F,
2408A,24151,kivonatolt_adoszam,S,150,2408A,0,0,F,24151,F,
2408A,24152,kivonatolt_jogelod_adoszam,S,150,2408A,0,0,F,24152,F,
2408A,24153,kivonatolt_nyilvantartasi_szam,S,150,2408A,0,0,F,24153,F,
2408A,24154,kivonatolt_adoszam_0101,S,150,2408A-01-01,0,0,F,24154,F,
2408A,24155,kivonatolt_adoszam_0201,S,150,2408A-02-01,0,0,F,24155,F,
2408A,24156,kivonatolt_adoszam_0202,S,150,2408A-02-02,0,0,F,24156,F,
2408A,24157,kivonatolt_adoszam_0301,S,150,2408A-03-01,0,0,F,24157,F,
2408A,24158,kivonatolt_adoszam_0302,S,150,2408A-03-02,0,0,F,24158,F,
2408A,24159,kivonatolt_adoszam_EUNY,S,150,2408A-EUNY,0,0,T,24159,F,
2408A,24161,regi_kormhiv_adoszamok_1,N,11,2408A,0,0,F,24161,F,
2408A,24162,kormanyhivatal_2_3,N,11,2408A,0,0,F,24162,F,
2408A,24163,regi_kormhiv_adoszamok_2,N,11,2408A,0,0,F,24163,F,
2408A,24164,kormanyhivatal_1_ures,N,11,2408A,0,0,F,24164,F,
2408A,24280,kiva_ures,N,11,2408A,0,0,F,24280,F,
2408A,24293,M078_M,N,11,2408A,0,0,F,24293,F,
2408A,24294,regi_kormhiv_adoszamok_3,N,11,2408A,0,0,F,24294,F,
2408A,24361,kivonatolt_adoszam_0203,S,150,2408A-02-03,0,0,F,24361,F,
2408A,24362,0202db_kiv_159_A001_A006_047,N,11,2408A-02-02,0,0,F,24362,F,
2408A,24363,0203db,N,11,2408A-02-03,0,0,F,24363,F,
2408A,24407,adoszam_8kar,S,11,2408A,0,0,F,24407,F,
2408A,24410,uj_kormhiv_adoszamok,N,11,2408A,0,0,F,24410,F,
2408A,24485,egyszerûsített_bevallás_érték,N,11,2408A,0,0,F,24485,F,
2408A,24500,0103db,N,11,2408A-01-03,0,0,T,24500,F,
2408A,24513,kivonatolt_51_szul_nev,S,150,2408A-01-03,51,0,T,24513,F,
2408A,24514,kivonatolt_51_nev,S,150,2408A-01-03,51,0,T,24514,F,
2408A,24523,kivonatolt_52_nev,S,150,2408A-01-03,52,0,T,24523,F,
2408A,24524,kivonatolt_52_szul_nev,S,150,2408A-01-03,52,0,T,24524,F,
2408A,24541,kivonatolt_51_szul_hely_ido,S,150,2408A-01-03,51,0,T,24541,F,
2408A,24546,kivonatolt_52_szul_hely_ido,S,150,2408A-01-03,52,0,T,24546,F,
2408A,24605,kivonatolt_50_anyja_neve,S,150,2408A-01-03,50,0,T,24605,F,
2408A,24606,kivonatolt_51_anyja_neve,S,150,2408A-01-03,51,0,T,24606,F,
2408A,24607,kivonatolt_52_anyja_neve,S,150,2408A-01-03,52,0,T,24607,F,
2408A,24608,0302_kiv_250_255_A001_A006_047,N,11,2408A-03-02,0,0,F,24608,F,
2408A,24610,0103_kitöltött_mezõk_száma,N,11,2408A-01-03,0,0,T,24610,F,
2408A,24611,kitöltött_50,N,11,2408A-01-03,0,0,T,24611,F,
2408A,24612,kitöltött_51,N,11,2408A-01-03,0,0,T,24612,F,
2408A,24613,kitöltött_52,N,11,2408A-01-03,0,0,T,24613,F,
2408A,24614,kiv_50,S,150,2408A-01-03,50,0,T,24614,F,
2408A,24615,kivonatolt_50_adóazonosító,S,150,2408A-01-03,50,0,T,24615,F,
2408A,24616,kivonatolt_50_TAJ,S,150,2408A-01-03,50,0,T,24616,F,
2408A,24617,kivonatolt_50_fogl_kezdete,S,150,2408A-01-03,50,0,T,24617,F,
2408A,24618,kivonatolt_50_kérelem,L,1,2408A-01-03,50,0,T,24618,F,
2408A,24619,kivonatolt_50_minõség,S,150,2408A-01-03,50,0,T,24619,F,
2408A,24620,kivonatolt_51_adóazonosító,S,150,2408A-01-03,50,0,T,24620,F,
2408A,24621,kivonatolt_51_TAJ,S,150,2408A-01-03,50,0,T,24621,F,
2408A,24622,kivonatolt_51_fogl_kezdete,S,150,2408A-01-03,50,0,T,24622,F,
2408A,24623,kivonatolt_51_kérelem,L,1,2408A-01-03,50,0,T,24623,F,
2408A,24624,kivonatolt_51_minõség,S,150,2408A-01-03,50,0,T,24624,F,
2408A,24625,kiv_51,S,150,2408A-01-03,50,0,T,24625,F,
2408A,24626,kiv_52,S,150,2408A-01-03,50,0,T,24626,F,
2408A,24627,kivonatolt_52_adóazonosító,S,150,2408A-01-03,50,0,T,24627,F,
2408A,24628,kivonatolt_52_TAJ,S,150,2408A-01-03,50,0,T,24628,F,
2408A,24629,kivonatolt_52_fogl_kezdete,S,150,2408A-01-03,50,0,T,24629,F,
2408A,24630,kivonatolt_52_kérelem,L,1,2408A-01-03,50,0,T,24630,F,
2408A,24631,kivonatolt_52_minõség,S,150,2408A-01-03,50,0,T,24631,F,
2408A,24632,Korm_2_4_vagy_MÁK_M136,N,11,2408A,0,0,F,24632,F,
2408A,24968,kivonatolt_adoszam_0103,S,150,2408A-01-03,0,0,T,24968,F,
2408A,25015,tipus_M368,N,11,2408A,0,0,F,25015,F,
2408A,25023,0301db_kiv_ism_onell,N,11,2408A-03-01,0,0,F,25023,F,
